Water Name,County,Species,Quantity,Ave Length,Date
FAIRVIEW L,SANPETE,RAINBOW,1668,9.050000000000001,06/26/2008 12:00:00 AM
FAIRVIEW L,SANPETE,RAINBOW,1782,9.24,06/27/2008 12:00:00 AM
FAIRVIEW L,SANPETE,RAINBOW,1666,8.800000000000001,07/02/2008 12:00:00 AM
FAIRVIEW L,SANPETE,RAINBOW,1666,8.800000000000001,07/02/2008 12:00:00 AM
FAITH L A-16,SUMMIT,BROOK TROUT,150,2.92,07/08/2008 12:00:00 AM
FARMINGTON CITY RES,DAVIS,RAINBOW,1502,7.99,03/13/2008 12:00:00 AM
FARMINGTON CITY RES,DAVIS,RAINBOW,1501,8.18,03/19/2008 12:00:00 AM
FARMINGTON CITY RES,DAVIS,RAINBOW,1612,10.73,04/08/2008 12:00:00 AM
FARMINGTON CITY RES,DAVIS,RAINBOW,1710,10.3,04/22/2008 12:00:00 AM
FARMINGTON CITY RES,DAVIS,RAINBOW,1503,10.36,05/05/2008 12:00:00 AM
FARMINGTON CITY RES,DAVIS,RAINBOW ALBINO,1003,8.77,05/14/2008 12:00:00 AM
FARMINGTON CITY RES,DAVIS,RAINBOW,1183,11.06,05/28/2008 12:00:00 AM
FARMINGTON CITY RES,DAVIS,RAINBOW,200,9.619999999999999,05/29/2008 12:00:00 AM
FARMINGTON CITY RES,DAVIS,BULLHEAD CHANNEL CAT,335,17.07,06/05/2008 12:00:00 AM
FARMINGTON CITY RES,DAVIS,BULLHEAD CHANNEL CAT,335,17.07,07/01/2008 12:00:00 AM
FARMINGTON CITY RES,DAVIS,BULLHEAD CHANNEL CAT,335,17.07,07/11/2008 12:00:00 AM
FARMINGTON CITY RES,DAVIS,BULLHEAD CHANNEL CAT,335,17.07,08/28/2008 12:00:00 AM
FARMINGTON CITY RES,DAVIS,RAINBOW,1287,10.75,09/09/2008 12:00:00 AM
FARMINGTON CITY RES,DAVIS,RAINBOW,324,16.690000000000001,09/23/2008 12:00:00 AM
FARMINGTON CITY RES,DAVIS,RAINBOW,1388,10.52,10/03/2008 12:00:00 AM
FARNSWORTH L,SEVIER,RAINBOW,1910,10.14,06/30/2008 12:00:00 AM
FARNSWORTH L,SEVIER,BROOK TROUT,747,3.35,07/11/2008 12:00:00 AM
FARNSWORTH L,SEVIER,RAINBOW,1340,10.29,07/22/2008 12:00:00 AM
FERN L X-5,DUCHESNE,BROOK TROUT,1450,2.92,07/08/2008 12:00:00 AM
FERRON RES,SANPETE,RAINBOW,1250,10.38,06/25/2008 12:00:00 AM
FERRON RES,SANPETE,RAINBOW,1250,10.38,06/25/2008 12:00:00 AM
FERRON RES,SANPETE,RAINBOW,2499,9.17,07/03/2008 12:00:00 AM
FERRON RES,SANPETE,RAINBOW,3842,4.96,07/08/2008 12:00:00 AM
FERRON RES,SANPETE,RAINBOW,3647,4.96,07/08/2008 12:00:00 AM
FERRON RES,SANPETE,RAINBOW,1254,10.93,09/09/2008 12:00:00 AM
FERRON RES,SANPETE,RAINBOW,1254,10.93,09/09/2008 12:00:00 AM
FISH CR L NBS,WAYNE,SPLAKE,500,3.98,07/07/2008 12:00:00 AM
FISH CR L NBS,WAYNE,TIGER TROUT,2001,2.74,07/07/2008 12:00:00 AM
FISH CR L NBS,WAYNE,CUTTHROAT,5076,2.21,09/23/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5808,7.4,05/21/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5844,7.4,05/21/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5808,7.4,05/21/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5363,7.6,05/23/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5495,7.54,05/23/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5363,7.6,05/23/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5528,7.54,05/23/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,3837,8.5,05/27/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5074,7.74,05/27/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5074,7.74,05/27/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5495,7.54,05/28/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5495,7.54,05/28/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5495,7.54,05/28/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5738,7.4,05/29/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5844,7.4,05/29/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5528,7.54,05/29/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5844,7.4,05/30/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5525,7.6,06/03/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5525,7.6,06/03/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5525,7.6,06/03/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5228,7.74,06/03/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5202,7.76,06/03/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5228,7.74,06/03/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5228,7.74,06/03/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5661,7.54,06/03/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5661,7.54,06/03/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5202,7.76,06/03/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5525,7.6,06/03/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5228,7.74,06/03/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5695,7.53,06/04/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5695,7.53,06/04/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5695,7.53,06/04/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5695,7.53,06/04/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,4760,7.99,06/04/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,4760,7.99,06/04/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,4760,7.99,06/04/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,4760,7.99,06/04/2008 12:00:00 AM
FISH L,SEVIER,SPLAKE,10057,5.19,06/17/2008 12:00:00 AM
FISH L,SEVIER,SPLAKE,10057,5.19,06/17/2008 12:00:00 AM
FISH L,SEVIER,SPLAKE,10057,5.19,06/17/2008 12:00:00 AM
FISH L,SEVIER,SPLAKE,10057,5.19,06/17/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,7783,10.17,09/24/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,1279,9.86,09/25/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,5937,9.91,09/25/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,4343,10.52,10/15/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,4728,10.39,10/20/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,7354,6.25,11/03/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,6815,5.44,11/03/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,8792,5.44,11/03/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,233,5.45,11/17/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,6090,10.72,11/17/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,1111,10.74,11/19/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,1726,10.72,11/21/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,1200,10,12/01/2008 12:00:00 AM
FISH L,SEVIER,RAINBOW,379,13.55,12/02/2008 12:00:00 AM
FLAMING GORGE RES,DAGGETT,KOKANEE,22667,2.61,05/05/2008 12:00:00 AM
FLAMING GORGE RES,DAGGETT,KOKANEE,38890,2.36,05/05/2008 12:00:00 AM
FLAMING GORGE RES,DAGGETT,KOKANEE,21808,2.27,05/05/2008 12:00:00 AM
FLAMING GORGE RES,DAGGETT,KOKANEE,43197,3.19,05/20/2008 12:00:00 AM
FLAMING GORGE RES,DAGGETT,KOKANEE,23793,3.19,05/23/2008 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,8475,7.78,05/27/2008 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,19679,7.99,05/28/2008 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,21807,7.72,05/28/2008 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,19759,7.98,05/29/2008 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,19995,7.95,05/30/2008 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,19759,7.98,05/30/2008 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,4931,7.97,06/02/2008 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,19880,7.96,06/02/2008 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,7443,7.77,06/02/2008 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,23615,7.52,06/03/2008 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,5150,8.02,06/04/2008 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,4891,7.99,06/04/2008 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,19317,8.039999999999999,06/04/2008 12:00:00 AM
FLAMING GORGE RES,DAGGETT,RAINBOW,17309,8.34,06/18/2008 12:00:00 AM
FLAMING GORGE RES,DAGGETT,TIGER TROUT,43191,3.37,07/03/2008 12:00:00 AM
FLAMING GORGE RES,DAGGETT,TIGER TROUT,9000,4.49,07/30/2008 12:00:00 AM
FLAMING GORGE RES,DAGGETT,TIGER TROUT,9000,4.49,07/30/2008 12:00:00 AM
FLAT L NCL,GARFIELD,BROOK TROUT,408,3.2,07/07/2008 12:00:00 AM
FLOATING ISLAND TLM,SEVIER,SPLAKE,207,5.16,06/11/2008 12:00:00 AM
FLOATING ISLAND TLM,SEVIER,TIGER TROUT,500,4.08,07/22/2008 12:00:00 AM
FLOATING ISLAND TLM,SEVIER,CUTTHROAT,4037,1.98,09/17/2008 12:00:00 AM
FOREBAY POND,IRON,RAINBOW,630,9.82,06/04/2008 12:00:00 AM
FOREBAY POND,IRON,RAINBOW,663,10.050000000000001,06/30/2008 12:00:00 AM
FOREBAY POND,IRON,RAINBOW,663,9.74,07/22/2008 12:00:00 AM
FORSYTH RES,SEVIER,SPLAKE,4004,5.16,06/11/2008 12:00:00 AM
FORSYTH RES,SEVIER,TIGER TROUT,7992,4.19,07/21/2008 12:00:00 AM
FOUR MILE CR,WEBER,RAINBOW,802,8.61,04/16/2008 12:00:00 AM
FOUR MILE CR,WEBER,RAINBOW,590,10.19,10/06/2008 12:00:00 AM
FOY L,SAN JUAN,RAINBOW,1000,9.94,05/29/2008 12:00:00 AM
FOY L,SAN JUAN,RAINBOW,1122,10.68,07/08/2008 12:00:00 AM
FOY L,SAN JUAN,RAINBOW,1000,9.75,07/29/2008 12:00:00 AM
FREMONT R,WAYNE,BROWN TROUT,1806,4.87,06/24/2008 12:00:00 AM
FREMONT R,WAYNE,BROWN TROUT,5442,4.87,06/24/2008 12:00:00 AM
FT BUENAVENTURA P,WEBER,RAINBOW ALBINO,101,8.65,05/13/2008 12:00:00 AM
FT BUENAVENTURA P,WEBER,RAINBOW,902,8.81,05/13/2008 12:00:00 AM
G- 13,SUMMIT,BROOK TROUT,800,2.92,07/08/2008 12:00:00 AM
G- 56,SUMMIT,BROOK TROUT,150,2.92,07/08/2008 12:00:00 AM
G- 68,SUMMIT,BROOK TROUT,410,2.92,07/15/2008 12:00:00 AM
G- 74,SUMMIT,BROOK TROUT,300,2.92,07/09/2008 12:00:00 AM
"GARKANE IMP, MAIN FK",GARFIELD,RAINBOW,2004,9.23,04/22/2008 12:00:00 AM
"GARKANE IMP, MAIN FK",GARFIELD,RAINBOW,1248,9.48,05/27/2008 12:00:00 AM
GATES L,SEVIER,RAINBOW,1302,10.36,07/01/2008 12:00:00 AM
GATES L,SEVIER,TIGER TROUT,259,4.19,07/21/2008 12:00:00 AM
GIBBY L RC-30,DUCHESNE,CUTTHROAT,298,1.42,09/24/2008 12:00:00 AM
GIGLIOTTI POND,CARBON,RAINBOW ALBINO,169,21.58,03/28/2008 12:00:00 AM
GIGLIOTTI POND,CARBON,RAINBOW,1250,10.01,05/01/2008 12:00:00 AM
GIGLIOTTI POND,CARBON,RAINBOW ALBINO,324,9.300000000000001,05/01/2008 12:00:00 AM
GIGLIOTTI POND,CARBON,RAINBOW,1249,9.57,05/30/2008 12:00:00 AM
GIGLIOTTI POND,CARBON,RAINBOW ALBINO,325,9.880000000000001,05/30/2008 12:00:00 AM
GIGLIOTTI POND,CARBON,RAINBOW,1250,9.75,07/23/2008 12:00:00 AM
GIGLIOTTI POND,CARBON,RAINBOW ALBINO,330,10.31,07/23/2008 12:00:00 AM
GIGLIOTTI POND,CARBON,RAINBOW,502,10.59,08/05/2008 12:00:00 AM
GIGLIOTTI POND,CARBON,RAINBOW ALBINO,351,12.62,09/10/2008 12:00:00 AM
GIGLIOTTI POND,CARBON,RAINBOW,1226,10.73,09/10/2008 12:00:00 AM
GIGLIOTTI POND,CARBON,RAINBOW,918,11.39,09/11/2008 12:00:00 AM
GILBERT L U-82,DUCHESNE,BROOK TROUT,1100,2.92,07/10/2008 12:00:00 AM
GILBERT L U-82,DUCHESNE,CUTTHROAT,1101,1.42,09/24/2008 12:00:00 AM
GLASSMANS POND,WEBER,RAINBOW,999,7.81,03/12/2008 12:00:00 AM
GLASSMANS POND,WEBER,RAINBOW,500,8.619999999999999,04/03/2008 12:00:00 AM
GLASSMANS POND,WEBER,RAINBOW,1000,8.779999999999999,04/17/2008 12:00:00 AM
GLASSMANS POND,WEBER,BULLHEAD CHANNEL CAT,335,17.07,05/06/2008 12:00:00 AM
GLASSMANS POND,WEBER,RAINBOW,699,9.4,05/06/2008 12:00:00 AM
GLASSMANS POND,WEBER,RAINBOW ALBINO,599,8.77,05/14/2008 12:00:00 AM
GLASSMANS POND,WEBER,BULLHEAD CHANNEL CAT,335,17.07,05/20/2008 12:00:00 AM
GLASSMANS POND,WEBER,BULLHEAD CHANNEL CAT,335,17.07,06/05/2008 12:00:00 AM
GLASSMANS POND,WEBER,BULLHEAD CHANNEL CAT,335,17.07,07/11/2008 12:00:00 AM
GLASSMANS POND,WEBER,BULLHEAD CHANNEL CAT,335,17.07,07/23/2008 12:00:00 AM
GLASSMANS POND,WEBER,BULLHEAD CHANNEL CAT,335,17.07,07/31/2008 12:00:00 AM
GLASSMANS POND,WEBER,RAINBOW,501,10.88,09/15/2008 12:00:00 AM
GLASSMANS POND,WEBER,RAINBOW,30,23.25,09/23/2008 12:00:00 AM
GLASSMANS POND,WEBER,RAINBOW,176,15.78,09/23/2008 12:00:00 AM
GLASSMANS POND,WEBER,RAINBOW,1000,10.52,10/21/2008 12:00:00 AM
GLASSMANS POND,WEBER,RAINBOW,645,10.52,10/27/2008 12:00:00 AM
GLENWOOD POND,SEVIER,RAINBOW,302,9.699999999999999,04/17/2008 12:00:00 AM
GLENWOOD POND,SEVIER,RAINBOW,350,9.98,06/18/2008 12:00:00 AM
GLENWOOD POND,SEVIER,RAINBOW,703,10.93,09/09/2008 12:00:00 AM
GOOD SKI LAKE (21ST PO),WEBER,RAINBOW,251,10.25,10/22/2008 12:00:00 AM
GOOSEBERRY RES,SANPETE,RAINBOW,1251,9.36,06/10/2008 12:00:00 AM
GOOSEBERRY RES,SANPETE,RAINBOW,666,9.050000000000001,06/26/2008 12:00:00 AM
GOOSEBERRY RES,SANPETE,RAINBOW,583,10.38,06/26/2008 12:00:00 AM
GOOSEBERRY RES,SANPETE,RAINBOW,1251,9.5,07/14/2008 12:00:00 AM
GOOSEBERRY RES,SANPETE,RAINBOW,1250,9.75,07/29/2008 12:00:00 AM
GR-145,SUMMIT,GRAYLING ARCTIC,1100,1.17,07/28/2008 12:00:00 AM
GR-162,SUMMIT,BROOK TROUT,700,2.92,07/10/2008 12:00:00 AM
GR-173,SUMMIT,BROOK TROUT,400,2.92,07/10/2008 12:00:00 AM
GRANDADDY L X-9,DUCHESNE,CUTTHROAT,17499,1.42,09/24/2008 12:00:00 AM
GRANTSVILLE RES,TOOELE,RAINBOW,2002,8.279999999999999,05/01/2008 12:00:00 AM
GRANTSVILLE RES,TOOELE,RAINBOW,2000,9.029999999999999,05/20/2008 12:00:00 AM
GRANTSVILLE RES,TOOELE,RAINBOW,1000,8.949999999999999,06/13/2008 12:00:00 AM
GRANTSVILLE RES,TOOELE,RAINBOW,462,10.6,06/16/2008 12:00:00 AM
GRANTSVILLE RES,TOOELE,RAINBOW,1540,9.630000000000001,06/16/2008 12:00:00 AM
GRANTSVILLE RES,TOOELE,RAINBOW,1600,10.029999999999999,06/24/2008 12:00:00 AM
GRANTSVILLE RES,TOOELE,RAINBOW,2001,9.33,06/30/2008 12:00:00 AM
GRANTSVILLE RES,TOOELE,RAINBOW,520,9.869999999999999,07/16/2008 12:00:00 AM
GRANTSVILLE RES,TOOELE,RAINBOW,2002,9.550000000000001,07/21/2008 12:00:00 AM
GRANTSVILLE RES,TOOELE,RAINBOW,1534,10.52,08/06/2008 12:00:00 AM
GRASS L SB,GARFIELD,BROOK TROUT,298,3.2,07/07/2008 12:00:00 AM
GRASS L TLM,WAYNE,BROOK TROUT,112,3.35,07/09/2008 12:00:00 AM
GRASSY LAKE RES,SANPETE,RAINBOW,501,9.36,06/11/2008 12:00:00 AM
GRASSY LAKE RES,SANPETE,RAINBOW ALBINO,125,9.880000000000001,06/11/2008 12:00:00 AM
GRASSY LAKE RES,SANPETE,RAINBOW ALBINO,125,10.02,06/25/2008 12:00:00 AM
GRASSY LAKE RES,SANPETE,RAINBOW,502,10.38,06/25/2008 12:00:00 AM
GRASSY LAKE RES,SANPETE,RAINBOW ALBINO,124,10.16,07/09/2008 12:00:00 AM
GRASSY LAKE RES,SANPETE,RAINBOW,499,8.98,07/09/2008 12:00:00 AM
GRASSY LAKE RES,SANPETE,RAINBOW,313,9.75,07/18/2008 12:00:00 AM
GRASSY LAKE RES,SANPETE,RAINBOW ALBINO,315,10.47,07/18/2008 12:00:00 AM
GRASSY LAKE RES,SANPETE,TIGER TROUT,2516,4.19,07/18/2008 12:00:00 AM
GREEN L NBS,WAYNE,BROOK TROUT,510,3.2,07/07/2008 12:00:00 AM
GREEN R,DAGGETT,RAINBOW,3100,7.55,06/18/2008 12:00:00 AM
GREEN R,DAGGETT,RAINBOW,3100,7.55,06/18/2008 12:00:00 AM
GREEN R,DAGGETT,RAINBOW,3100,7.55,06/18/2008 12:00:00 AM
GREEN R,DAGGETT,RAINBOW,3050,7.55,06/18/2008 12:00:00 AM
GREEN R,DAGGETT,RAINBOW,3491,7.37,06/19/2008 12:00:00 AM
GREEN R,DAGGETT,RAINBOW,3384,7.37,06/19/2008 12:00:00 AM
GREEN R,DAGGETT,RAINBOW,3464,7.37,06/19/2008 12:00:00 AM
GREEN R,DAGGETT,RAINBOW,3384,7.37,06/19/2008 12:00:00 AM
GREEN R,DAGGETT,CUTTHROAT,843,5.22,07/02/2008 12:00:00 AM
GREEN R,DAGGETT,CHUB,2740,8.07,11/18/2008 12:00:00 AM
GREEN R,GRAND,CHUB,5334,8.07,11/20/2008 12:00:00 AM
GREEN R,DAGGETT,CUTTHROAT,240,6.14,12/09/2008 12:00:00 AM
GREEN R,DAGGETT,CUTTHROAT,240,6.14,12/09/2008 12:00:00 AM
GREEN R,DAGGETT,CUTTHROAT,811,3.02,12/09/2008 12:00:00 AM
GREEN R,DAGGETT,CUTTHROAT,11016,2.36,12/09/2008 12:00:00 AM
HACKING L GR-40,UINTAH,RAINBOW,350,10.050000000000001,06/25/2008 12:00:00 AM
HACKING L GR-40,UINTAH,CUTTHROAT,1002,1.42,09/24/2008 12:00:00 AM
HALF MOON L BTS,GARFIELD,BROOK TROUT,510,3.2,07/07/2008 12:00:00 AM
HALF MOON L BTS,GARFIELD,GRAYLING ARCTIC,2000,1.17,07/28/2008 12:00:00 AM
HAMILTON RES,SEVIER,BROOK TROUT,261,3.35,07/11/2008 12:00:00 AM
HARDY L,UTAH,GRAYLING ARCTIC,4150,1.17,07/28/2008 12:00:00 AM
HAYDEN FK,SUMMIT,RAINBOW,299,10.28,07/02/2008 12:00:00 AM
HAYDEN FK,SUMMIT,RAINBOW,299,10.28,07/17/2008 12:00:00 AM
HAYDEN FK,SUMMIT,RAINBOW,300,10.14,08/04/2008 12:00:00 AM
HAYDEN L BR-36,SUMMIT,TIGER TROUT,804,2.75,07/09/2008 12:00:00 AM
HAYSTACK L A-9,SUMMIT,BROOK TROUT,447,2.97,07/08/2008 12:00:00 AM
HAYSTACK L A-9,SUMMIT,BROOK TROUT,454,3.04,07/08/2008 12:00:00 AM
HEART L X-13,DUCHESNE,CUTTHROAT,565,1.42,09/24/2008 12:00:00 AM
"HEART L, NORTH NB",WAYNE,TIGER TROUT,100,4.08,07/22/2008 12:00:00 AM
"HEART L, SOUTH NBS",WAYNE,TIGER TROUT,100,4.08,07/22/2008 12:00:00 AM
HELLER L DG-28,DUCHESNE,CUTTHROAT,1002,1.42,09/24/2008 12:00:00 AM
HENDRICKSON L,IRON,BROOK TROUT,1020,3.2,07/07/2008 12:00:00 AM
HESSIE L G-18,SUMMIT,TIGER TROUT,3300,2.75,07/09/2008 12:00:00 AM
HIDDEN L,GRAND,RAINBOW,1447,9.81,05/23/2008 12:00:00 AM
HIDDEN L,SUMMIT,RAINBOW,510,9.93,06/23/2008 12:00:00 AM
HIDDEN L,GRAND,RAINBOW,1061,10.4,07/17/2008 12:00:00 AM
HIDDEN L A-15,SUMMIT,BROOK TROUT,1000,2.92,07/08/2008 12:00:00 AM
HIDDEN L GR-7,DAGGETT,BROOK TROUT,1280,2.92,07/10/2008 12:00:00 AM
HIDDEN L WR-63,DUCHESNE,CUTTHROAT,1209,5.61,07/09/2008 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,RAINBOW,999,11.06,04/02/2008 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,RAINBOW,799,11.94,04/23/2008 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,RAINBOW,2,11.94,04/23/2008 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,RAINBOW ALBINO,599,8.94,04/23/2008 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,RAINBOW ALBINO,300,9.41,05/05/2008 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,RAINBOW,1000,11.73,05/05/2008 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,RAINBOW ALBINO,300,9.41,05/19/2008 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,RAINBOW,999,11.06,05/19/2008 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,BULLHEAD CHANNEL CAT,335,17.07,06/05/2008 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,RAINBOW,1001,10.28,06/11/2008 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,BULLHEAD CHANNEL CAT,335,17.07,06/24/2008 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,BULLHEAD CHANNEL CAT,335,17.07,07/11/2008 12:00:00 AM
HIGHLAND GLEN PARK P,UTAH,RAINBOW,1002,10.39,09/30/2008 12:00:00 AM
HOBBLE CR,UTAH,RAINBOW,1000,11.73,04/30/2008 12:00:00 AM
HOBBLE CR,UTAH,RAINBOW,500,11.06,05/13/2008 12:00:00 AM
HOBBLE CR,UTAH,RAINBOW,1000,11.26,05/28/2008 12:00:00 AM
HOBBLE CR,UTAH,RAINBOW,1000,10.98,06/10/2008 12:00:00 AM
HOBBLE CR,UTAH,RAINBOW,813,9.93,06/26/2008 12:00:00 AM
HOBBLE CR,UTAH,SUCKER JUNE,4,8.74,11/12/2008 12:00:00 AM
HOLMES CR RES,DAVIS,RAINBOW,2971,8.9,04/28/2008 12:00:00 AM
HOLMES CR RES,DAVIS,RAINBOW,2030,9.18,04/28/2008 12:00:00 AM
HOLMES CR RES,DAVIS,RAINBOW,1295,9.880000000000001,10/08/2008 12:00:00 AM
HOLMES CR RES,DAVIS,RAINBOW,1301,9.880000000000001,10/08/2008 12:00:00 AM
HONEYMOON L NB,WAYNE,TIGER TROUT,195,2.74,07/07/2008 12:00:00 AM
HOOP L,SUMMIT,RAINBOW,8011,3.87,06/18/2008 12:00:00 AM
HOOVER L Z-10,DUCHESNE,BROOK TROUT,950,2.97,07/08/2008 12:00:00 AM
HOOVER L Z-10,DUCHESNE,BROOK TROUT,943,3.04,07/08/2008 12:00:00 AM
HORSESHOE L BTS,GARFIELD,BROOK TROUT,765,3.2,07/07/2008 12:00:00 AM
HORSESHOE L BTS,GARFIELD,GRAYLING ARCTIC,1000,1.17,07/28/2008 12:00:00 AM
HUNTINGTON NORTH RES,EMERY,RAINBOW,191,10.91,09/15/2008 12:00:00 AM
HUNTINGTON NORTH RES,EMERY,RAINBOW,1210,10.91,09/15/2008 12:00:00 AM
HUNTINGTON NORTH RES,EMERY,RAINBOW,758,13.55,12/02/2008 12:00:00 AM
HUNTINGTON RES,SANPETE,TIGER TROUT,10000,3.79,07/03/2008 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,9142,4.84,04/17/2008 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,9209,4.71,04/17/2008 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,618,9.619999999999999,05/29/2008 12:00:00 AM
HYRUM RES,CACHE,TIGER TROUT,6792,5.99,09/15/2008 12:00:00 AM
HYRUM RES,CACHE,TIGER TROUT,6386,5.99,09/15/2008 12:00:00 AM
HYRUM RES,CACHE,TIGER TROUT,6328,5.99,09/15/2008 12:00:00 AM
HYRUM RES,CACHE,TIGER TROUT,5515,5.99,09/15/2008 12:00:00 AM
HYRUM RES,CACHE,RAINBOW,1143,3.94,10/20/2008 12:00:00 AM
INDIAN CR RES,BEAVER,RAINBOW,1931,9.92,05/21/2008 12:00:00 AM
INDIAN CR RES,BEAVER,RAINBOW,700,10.41,07/23/2008 12:00:00 AM
ISLAND L G-9,SUMMIT,TIGER TROUT,996,2.75,07/11/2008 12:00:00 AM
JACKS L A-13,SUMMIT,BROOK TROUT,120,2.92,07/08/2008 12:00:00 AM
JAMES L A-31,SUMMIT,BROOK TROUT,200,2.92,07/08/2008 12:00:00 AM
JEAN L Z-41,DUCHESNE,BROOK TROUT,2000,2.92,07/08/2008 12:00:00 AM
JENSEN POND,CACHE,LAKE TROUT,114,28.11,10/22/2008 12:00:00 AM
JENSEN POND,CACHE,LAKE TROUT,113,28.11,10/22/2008 12:00:00 AM
JEWELL L BR-38,SUMMIT,TIGER TROUT,480,2.75,07/09/2008 12:00:00 AM
JEWKES-VAN BUREN L,SANPETE,TIGER TROUT,999,4.19,07/18/2008 12:00:00 AM
JOE LAY L NCL,GARFIELD,BROOK TROUT,357,3.2,07/07/2008 12:00:00 AM
JOES VALLEY RES,EMERY,SPLAKE,10010,5.16,06/16/2008 12:00:00 AM
JOES VALLEY RES,EMERY,SPLAKE,10010,5.16,06/16/2008 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,8729,5.87,10/13/2008 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,8223,5.87,10/13/2008 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,8223,5.87,10/13/2008 12:00:00 AM
JORDANELLE RES,WASATCH,RAINBOW,8223,5.87,10/13/2008 12:00:00 AM
